"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","turkID","ExpEndTime","lastInput","responseA","responseB","responses","questions","randomized","N","nA","nB","nAB","pA","pB","pAB","anchored"
"23080","","singlestim-multislider","10","385692","0.0-9.0-7.0","","1476462072375","0","85","16","","","0","12","9","7","5","0.6","0.6","1","1"
"14520","","singlestim-multislider","11","400522","0.0-9.0-20.0","","1476462072375","1","21","80","","","0","12","9","7","5","0.8","0.6","1","1"
"43953","","singlestim-multislider","12","444785","0.0-9.0-32.0","","1476462072375","1","39","61","","","1","12","9","7","5","NA","NA","NA","1"
"18262","","singlestim-multislider","13","463355","0.0-9.0-1.0","","1476462072375","1","30","70","","","0","12","9","7","5","0.6","0.6","0.8","1"
"10341","","singlestim-multislider","14","474007","0.0-9.0-2.0","","1476462072375","0","60","40","","","0","12","9","7","5","0.6","0.6","0.8","1"
"10777","","singlestim-multislider","15","485092","0.0-9.0-10.0","","1476462072375","0","66","34","","","0","12","9","7","5","0.6","0.8","0.8","1"
"10878","","singlestim-multislider","16","496278","0.0-9.0-3.0","","1476462072375","1","30","70","","","0","12","9","7","5","0.6","0.6","0.8","1"
"13114","","singlestim-multislider","17","509702","0.0-9.0-38.0","","1476462072375","0","59","42","","","1","12","9","7","5","NA","NA","NA","1"
"17561","","singlestim-multislider","18","527577","0.0-9.0-4.0","","1476462072375","1","0","100","","","0","12","9","7","5","0.6","0.6","1","1"
"12345","","singlestim-multislider","19","540232","0.0-9.0-41.0","","1476462072375","1","44","56","","","1","12","9","7","5","NA","NA","NA","1"
"12234","","singlestim-multislider","20","552773","0.0-9.0-29.0","","1476462072375","0","92","8","","","0","12","9","7","5","0.8","0.8","1","1"
"10476","","singlestim-multislider","21","563556","0.0-9.0-33.0","","1476462072375","1","20","80","","","1","12","9","7","5","NA","NA","NA","1"
"7291","","singlestim-multislider","22","571159","0.0-9.0-37.0","","1476462072375","1","30","70","","","1","12","9","7","5","NA","NA","NA","1"
"14512","","singlestim-multislider","23","585984","0.0-9.0-26.0","","1476462072375","1","35","65","","","0","12","9","7","5","0.8","0.8","0.8","1"
"12776","","singlestim-multislider","24","599069","0.0-9.0-16.0","","1476462072375","1","45","55","","","0","12","9","7","5","0.8","0.6","0.8","1"
"12589","","singlestim-multislider","25","611966","0.0-9.0-30.0","","1476462072375","1","24","76","","","0","12","9","7","5","0.8","0.8","1","1"
"17651","","singlestim-multislider","26","629924","0.0-9.0-36.0","","1476462072375","1","39","62","","","1","12","9","7","5","NA","NA","NA","1"
"8719","","singlestim-multislider","27","638950","0.0-9.0-8.0","","1476462072375","0","69","31","","","0","12","9","7","5","0.6","0.8","0.8","1"
"9665","","singlestim-multislider","28","648924","0.0-9.0-0.0","","1476462072375","0","64","36","","","0","12","9","7","5","0.6","0.6","0.8","1"
"14872","","singlestim-multislider","29","664105","0.0-9.0-23.0","","1476462072375","1","21","79","","","0","12","9","7","5","0.8","0.6","1","1"
"11222","","singlestim-multislider","30","675635","0.0-9.0-21.0","","1476462072375","1","27","73","","","0","12","9","7","5","0.8","0.6","1","1"
"6884","","singlestim-multislider","31","682825","0.0-9.0-27.0","","1476462072375","0","82","18","","","0","12","9","7","5","0.8","0.8","0.8","1"
"9064","","singlestim-multislider","32","692195","0.0-9.0-39.0","","1476462072375","0","74","26","","","1","12","9","7","5","NA","NA","NA","1"
"11313","","singlestim-multislider","33","703817","0.0-9.0-9.0","","1476462072375","1","34","66","","","0","12","9","7","5","0.6","0.8","0.8","1"
"13302","","singlestim-multislider","34","717426","0.0-9.0-5.0","","1476462072375","0","84","16","","","0","12","9","7","5","0.6","0.6","1","1"
"5799","","singlestim-multislider","35","723532","0.0-9.0-24.0","","1476462072375","1","21","80","","","0","12","9","7","5","0.8","0.8","0.8","1"
"5441","","singlestim-multislider","36","729282","0.0-9.0-13.0","","1476462072375","1","36","64","","","0","12","9","7","5","0.6","0.8","1","1"
"9387","","singlestim-multislider","37","738976","0.0-9.0-34.0","","1476462072375","1","33","67","","","1","12","9","7","5","NA","NA","NA","1"
"11149","","singlestim-multislider","38","750432","0.0-9.0-25.0","","1476462072375","0","78","22","","","0","12","9","7","5","0.8","0.8","0.8","1"
"9358","","singlestim-multislider","39","760097","0.0-9.0-22.0","","1476462072375","0","74","26","","","0","12","9","7","5","0.8","0.6","1","1"
"6389","","singlestim-multislider","40","766793","0.0-9.0-18.0","","1476462072375","0","87","13","","","0","12","9","7","5","0.8","0.6","0.8","1"
"13675","","singlestim-multislider","41","780775","0.0-9.0-31.0","","1476462072375","0","90","10","","","0","12","9","7","5","0.8","0.8","1","1"
"17227","","singlestim-multislider","42","798309","0.0-9.0-17.0","","1476462072375","1","40","60","","","0","12","9","7","5","0.8","0.6","0.8","1"
"6582","","singlestim-multislider","43","805198","0.0-9.0-12.0","","1476462072375","0","85","15","","","0","12","9","7","5","0.6","0.8","1","1"
"8799","","singlestim-multislider","44","814305","0.0-9.0-11.0","","1476462072375","1","35","65","","","0","12","9","7","5","0.6","0.8","0.8","1"
"8479","","singlestim-multislider","45","823096","0.0-9.0-28.0","","1476462072375","1","11","89","","","0","12","9","7","5","0.8","0.8","1","1"
"10004","","singlestim-multislider","46","833412","0.0-9.0-40.0","","1476462072375","1","41","59","","","1","12","9","7","5","NA","NA","NA","1"
"6890","","singlestim-multislider","47","840611","0.0-9.0-15.0","","1476462072375","1","25","75","","","0","12","9","7","5","0.6","0.8","1","1"
"12516","","singlestim-multislider","48","853434","0.0-9.0-19.0","","1476462072375","1","30","70","","","0","12","9","7","5","0.8","0.6","0.8","1"
"13639","","singlestim-multislider","49","867380","0.0-9.0-35.0","","1476462072375","0","69","31","","","1","12","9","7","5","NA","NA","NA","1"
"9056","","singlestim-multislider","50","876745","0.0-9.0-6.0","","1476462072375","1","30","70","","","0","12","9","7","5","0.6","0.6","1","1"
"15797","","singlestim-multislider","51","892851","0.0-10.0-35.0","","1476462072375","1","45","55","","","1","12","9","7","5","NA","NA","NA","1"
"4751","","singlestim-multislider","52","897911","0.0-10.0-28.0","","1476462072375","1","18","82","","","0","12","9","7","5","0.8","0.8","1","1"
"8404","","singlestim-multislider","53","906624","0.0-10.0-31.0","","1476462072375","0","89","11","","","0","12","9","7","5","0.8","0.8","1","1"
"4626","","singlestim-multislider","54","911559","0.0-10.0-34.0","","1476462072375","1","31","69","","","1","12","9","7","5","NA","NA","NA","1"
"9121","","singlestim-multislider","55","920990","0.0-10.0-32.0","","1476462072375","1","31","69","","","1","12","9","7","5","NA","NA","NA","1"
"7636","","singlestim-multislider","56","928933","0.0-10.0-37.0","","1476462072375","0","60","40","","","1","12","9","7","5","NA","NA","NA","1"
"11067","","singlestim-multislider","57","940309","0.0-10.0-16.0","","1476462072375","0","81","19","","","0","12","9","7","5","0.8","0.6","0.8","1"
"12818","","singlestim-multislider","58","953434","0.0-10.0-29.0","","1476462072375","0","90","10","","","0","12","9","7","5","0.8","0.8","1","1"
"7932","","singlestim-multislider","59","961674","0.0-10.0-30.0","","1476462072375","0","88","12","","","0","12","9","7","5","0.8","0.8","1","1"
"10399","","singlestim-multislider","60","972380","0.0-10.0-40.0","","1476462072375","1","22","78","","","1","12","9","7","5","NA","NA","NA","1"
"4648","","singlestim-multislider","61","977335","0.0-10.0-22.0","","1476462072375","0","80","20","","","0","12","9","7","5","0.8","0.6","1","1"
"4908","","singlestim-multislider","62","982550","0.0-10.0-12.0","","1476462072375","0","90","10","","","0","12","9","7","5","0.6","0.8","1","1"
"6395","","singlestim-multislider","63","989251","0.0-10.0-19.0","","1476462072375","1","20","80","","","0","12","9","7","5","0.8","0.6","0.8","1"
"20348","","singlestim-multislider","64","1009905","0.0-10.0-2.0","","1476462072375","0","68","32","","","0","12","9","7","5","0.6","0.6","0.8","1"
"7668","","singlestim-multislider","65","1017879","0.0-10.0-24.0","","1476462072375","1","27","73","","","0","12","9","7","5","0.8","0.8","0.8","1"
"7902","","singlestim-multislider","66","1026087","0.0-10.0-11.0","","1476462072375","1","22","78","","","0","12","9","7","5","0.6","0.8","0.8","1"
"5979","","singlestim-multislider","67","1032375","0.0-10.0-8.0","","1476462072375","0","80","20","","","0","12","9","7","5","0.6","0.8","0.8","1"
"6673","","singlestim-multislider","68","1039355","0.0-10.0-17.0","","1476462072375","1","20","80","","","0","12","9","7","5","0.8","0.6","0.8","1"
"16306","","singlestim-multislider","69","1055966","0.0-10.0-26.0","","1476462072375","0","62","38","","","0","12","9","7","5","0.8","0.8","0.8","1"
"10186","","singlestim-multislider","70","1066458","0.0-10.0-4.0","","1476462072375","1","27","73","","","0","12","9","7","5","0.6","0.6","1","1"
"4942","","singlestim-multislider","71","1071707","0.0-10.0-27.0","","1476462072375","0","79","21","","","0","12","9","7","5","0.8","0.8","0.8","1"
"15792","","singlestim-multislider","72","1087806","0.0-10.0-23.0","","1476462072375","1","31","69","","","0","12","9","7","5","0.8","0.6","1","1"
"9912","","singlestim-multislider","73","1098024","0.0-10.0-10.0","","1476462072375","0","59","42","","","0","12","9","7","5","0.6","0.8","0.8","1"
"4615","","singlestim-multislider","74","1102945","0.0-10.0-41.0","","1476462072375","1","38","62","","","1","12","9","7","5","NA","NA","NA","1"
"7331","","singlestim-multislider","75","1110584","0.0-10.0-18.0","","1476462072375","0","73","27","","","0","12","9","7","5","0.8","0.6","0.8","1"
"7967","","singlestim-multislider","76","1118859","0.0-10.0-20.0","","1476462072375","0","87","13","","","0","12","9","7","5","0.8","0.6","1","1"
"6378","","singlestim-multislider","77","1125544","0.0-10.0-25.0","","1476462072375","0","59","42","","","0","12","9","7","5","0.8","0.8","0.8","1"
"3853","","singlestim-multislider","78","1129703","0.0-10.0-0.0","","1476462072375","1","33","67","","","0","12","9","7","5","0.6","0.6","0.8","1"
"16788","","singlestim-multislider","79","1146797","0.0-10.0-38.0","","1476462072375","1","36","64","","","1","12","9","7","5","NA","NA","NA","1"
"3432","","singlestim-multislider","80","1150535","0.0-10.0-3.0","","1476462072375","1","31","69","","","0","12","9","7","5","0.6","0.6","0.8","1"
"4420","","singlestim-multislider","81","1155264","0.0-10.0-39.0","","1476462072375","0","70","30","","","1","12","9","7","5","NA","NA","NA","1"
"4402","","singlestim-multislider","82","1159976","0.0-10.0-5.0","","1476462072375","0","65","35","","","0","12","9","7","5","0.6","0.6","1","1"
"5280","","singlestim-multislider","83","1165568","0.0-10.0-13.0","","1476462072375","1","34","66","","","0","12","9","7","5","0.6","0.8","1","1"
"4929","","singlestim-multislider","84","1170808","0.0-10.0-21.0","","1476462072375","1","32","68","","","0","12","9","7","5","0.8","0.6","1","1"
"5338","","singlestim-multislider","85","1176458","0.0-10.0-33.0","","1476462072375","1","23","77","","","1","12","9","7","5","NA","NA","NA","1"
"4297","","singlestim-multislider","86","1181063","0.0-10.0-6.0","","1476462072375","1","34","66","","","0","12","9","7","5","0.6","0.6","1","1"
"9042","","singlestim-multislider","87","1190413","0.0-10.0-9.0","","1476462072375","1","27","73","","","0","12","9","7","5","0.6","0.8","0.8","1"
"17617","","singlestim-multislider","88","1208339","0.0-10.0-36.0","","1476462072375","1","21","79","","","1","12","9","7","5","NA","NA","NA","1"
"3220","","singlestim-multislider","89","1211871","0.0-10.0-14.0","","1476462072375","0","59","42","","","0","12","9","7","5","0.6","0.8","1","1"
"9952","","singlestim-multislider","90","1222133","0.0-10.0-15.0","","1476462072375","1","31","69","","","0","12","9","7","5","0.6","0.8","1","1"
"8177","","singlestim-multislider","91","1230621","0.0-10.0-7.0","","1476462072375","0","86","14","","","0","12","9","7","5","0.6","0.6","1","1"
"3224","","singlestim-multislider","92","1234152","0.0-10.0-1.0","","1476462072375","1","31","69","","","0","12","9","7","5","0.6","0.6","0.8","1"
"11662","32","text","93","1246115","0.0-11.0","","1476462072375","","","","","","","","","","","","","",""
