"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","turkID","ExpEndTime","lastInput","responseA","responseB","responses","questions","randomized","N","nA","nB","nAB","pA","pB","pAB","anchored"
"4677","","singlestim-multislider","10","446207","0.0-9.0-38.0","","1476650743253","0","59","41","","","1","12","9","7","5","NA","NA","NA","1"
"2410","","singlestim-multislider","11","448929","0.0-9.0-31.0","","1476650743253","0","36","64","","","0","12","9","7","5","0.8","0.8","1","1"
"2025","","singlestim-multislider","12","451264","0.0-9.0-12.0","","1476650743253","0","20","80","","","0","12","9","7","5","0.6","0.8","1","1"
"1956","","singlestim-multislider","13","453528","0.0-9.0-35.0","","1476650743253","0","64","36","","","1","12","9","7","5","NA","NA","NA","1"
"1974","","singlestim-multislider","14","455811","0.0-9.0-26.0","","1476650743253","0","64","36","","","0","12","9","7","5","0.8","0.8","0.8","1"
"2203","","singlestim-multislider","15","458325","0.0-9.0-19.0","","1476650743253","0","37","63","","","0","12","9","7","5","0.8","0.6","0.8","1"
"2732","","singlestim-multislider","16","461364","0.0-9.0-41.0","","1476650743253","0","74","26","","","1","12","9","7","5","NA","NA","NA","1"
"1995","","singlestim-multislider","17","463671","0.0-9.0-25.0","","1476650743253","0","61","39","","","0","12","9","7","5","0.8","0.8","0.8","1"
"2433","","singlestim-multislider","18","466413","0.0-9.0-21.0","","1476650743253","0","65","35","","","0","12","9","7","5","0.8","0.6","1","1"
"2179","","singlestim-multislider","19","468897","0.0-9.0-36.0","","1476650743253","1","33","67","","","1","12","9","7","5","NA","NA","NA","1"
"3213","","singlestim-multislider","20","472420","0.0-9.0-24.0","","1476650743253","1","36","64","","","0","12","9","7","5","0.8","0.8","0.8","1"
"2747","","singlestim-multislider","21","475478","0.0-9.0-37.0","","1476650743253","1","36","65","","","1","12","9","7","5","NA","NA","NA","1"
"2883","","singlestim-multislider","22","478670","0.0-9.0-10.0","","1476650743253","1","67","34","","","0","12","9","7","5","0.6","0.8","0.8","1"
"1562","","singlestim-multislider","23","480543","0.0-9.0-15.0","","1476650743253","1","46","54","","","0","12","9","7","5","0.6","0.8","1","1"
"1354","","singlestim-multislider","24","482206","0.0-9.0-1.0","","1476650743253","1","44","57","","","0","12","9","7","5","0.6","0.6","0.8","1"
"4906","","singlestim-multislider","25","487422","0.0-9.0-11.0","","1476650743253","1","36","64","","","0","12","9","7","5","0.6","0.8","0.8","1"
"1711","","singlestim-multislider","26","489442","0.0-9.0-28.0","","1476650743253","1","62","38","","","0","12","9","7","5","0.8","0.8","1","1"
"2357","","singlestim-multislider","27","492104","0.0-9.0-33.0","","1476650743253","1","32","68","","","1","12","9","7","5","NA","NA","NA","1"
"1617","","singlestim-multislider","28","494032","0.0-9.0-39.0","","1476650743253","1","42","58","","","1","12","9","7","5","NA","NA","NA","1"
"1707","","singlestim-multislider","29","496044","0.0-9.0-18.0","","1476650743253","1","62","38","","","0","12","9","7","5","0.8","0.6","0.8","1"
"1763","","singlestim-multislider","30","498112","0.0-9.0-27.0","","1476650743253","1","67","34","","","0","12","9","7","5","0.8","0.8","0.8","1"
"1758","","singlestim-multislider","31","500180","0.0-9.0-8.0","","1476650743253","1","66","34","","","0","12","9","7","5","0.6","0.8","0.8","1"
"4139","","singlestim-multislider","32","504628","0.0-9.0-29.0","","1476650743253","0","28","72","","","0","12","9","7","5","0.8","0.8","1","1"
"2323","","singlestim-multislider","33","507256","0.0-9.0-9.0","","1476650743253","1","41","59","","","0","12","9","7","5","0.6","0.8","0.8","1"
"1545","","singlestim-multislider","34","509106","0.0-9.0-4.0","","1476650743253","1","33","67","","","0","12","9","7","5","0.6","0.6","1","1"
"1589","","singlestim-multislider","35","511004","0.0-9.0-2.0","","1476650743253","1","64","37","","","0","12","9","7","5","0.6","0.6","0.8","1"
"1455","","singlestim-multislider","36","512770","0.0-9.0-23.0","","1476650743253","1","53","48","","","0","12","9","7","5","0.8","0.6","1","1"
"1335","","singlestim-multislider","37","514410","0.0-9.0-17.0","","1476650743253","1","68","32","","","0","12","9","7","5","0.8","0.6","0.8","1"
"1508","","singlestim-multislider","38","516228","0.0-9.0-16.0","","1476650743253","1","34","66","","","0","12","9","7","5","0.8","0.6","0.8","1"
"1984","","singlestim-multislider","39","518522","0.0-9.0-20.0","","1476650743253","1","41","59","","","0","12","9","7","5","0.8","0.6","1","1"
"1653","","singlestim-multislider","40","520484","0.0-9.0-14.0","","1476650743253","1","31","69","","","0","12","9","7","5","0.6","0.8","1","1"
"2307","","singlestim-multislider","41","523096","0.0-9.0-7.0","","1476650743253","1","35","65","","","0","12","9","7","5","0.6","0.6","1","1"
"1744","","singlestim-multislider","42","525146","0.0-9.0-40.0","","1476650743253","1","67","33","","","1","12","9","7","5","NA","NA","NA","1"
"1976","","singlestim-multislider","43","527432","0.0-9.0-30.0","","1476650743253","1","78","22","","","0","12","9","7","5","0.8","0.8","1","1"
"1917","","singlestim-multislider","44","529660","0.0-9.0-13.0","","1476650743253","1","58","42","","","0","12","9","7","5","0.6","0.8","1","1"
"2246","","singlestim-multislider","45","532216","0.0-9.0-32.0","","1476650743253","1","38","62","","","1","12","9","7","5","NA","NA","NA","1"
"1466","","singlestim-multislider","46","533992","0.0-9.0-0.0","","1476650743253","1","40","60","","","0","12","9","7","5","0.6","0.6","0.8","1"
"2073","","singlestim-multislider","47","536370","0.0-9.0-5.0","","1476650743253","1","26","74","","","0","12","9","7","5","0.6","0.6","1","1"
"1957","","singlestim-multislider","48","538632","0.0-9.0-6.0","","1476650743253","1","40","60","","","0","12","9","7","5","0.6","0.6","1","1"
"1636","","singlestim-multislider","49","540578","0.0-9.0-22.0","","1476650743253","1","65","35","","","0","12","9","7","5","0.8","0.6","1","1"
"1741","","singlestim-multislider","50","542628","0.0-9.0-3.0","","1476650743253","1","59","41","","","0","12","9","7","5","0.6","0.6","0.8","1"
"2035","","singlestim-multislider","51","544970","0.0-10.0-25.0","","1476650743253","1","66","34","","","0","12","9","7","5","0.8","0.8","0.8","1"
"21056","","singlestim-multislider","52","566334","0.0-10.0-28.0","","1476650743253","1","42","58","","","0","12","9","7","5","0.8","0.8","1","1"
"1560","","singlestim-multislider","53","568204","0.0-10.0-5.0","","1476650743253","1","67","34","","","0","12","9","7","5","0.6","0.6","1","1"
"1538","","singlestim-multislider","54","570052","0.0-10.0-2.0","","1476650743253","1","62","38","","","0","12","9","7","5","0.6","0.6","0.8","1"
"1681","","singlestim-multislider","55","572042","0.0-10.0-29.0","","1476650743253","1","37","63","","","0","12","9","7","5","0.8","0.8","1","1"
"1838","","singlestim-multislider","56","574190","0.0-10.0-33.0","","1476650743253","1","64","36","","","1","12","9","7","5","NA","NA","NA","1"
"6743","","singlestim-multislider","57","581242","0.0-10.0-32.0","","1476650743253","1","75","25","","","1","12","9","7","5","NA","NA","NA","1"
"4140","","singlestim-multislider","58","585688","0.0-10.0-17.0","","1476650743253","1","35","65","","","0","12","9","7","5","0.8","0.6","0.8","1"
"2046","","singlestim-multislider","59","588044","0.0-10.0-27.0","","1476650743253","1","39","61","","","0","12","9","7","5","0.8","0.8","0.8","1"
"1999","","singlestim-multislider","60","590353","0.0-10.0-3.0","","1476650743253","1","64","37","","","0","12","9","7","5","0.6","0.6","0.8","1"
"2588","","singlestim-multislider","61","593252","0.0-10.0-10.0","","1476650743253","1","61","39","","","0","12","9","7","5","0.6","0.8","0.8","1"
"2771","","singlestim-multislider","62","596333","0.0-10.0-35.0","","1476650743253","1","68","32","","","1","12","9","7","5","NA","NA","NA","1"
"2055","","singlestim-multislider","63","598694","0.0-10.0-6.0","","1476650743253","1","37","63","","","0","12","9","7","5","0.6","0.6","1","1"
"2001","","singlestim-multislider","64","601004","0.0-10.0-22.0","","1476650743253","1","37","63","","","0","12","9","7","5","0.8","0.6","1","1"
"1910","","singlestim-multislider","65","603223","0.0-10.0-18.0","","1476650743253","1","38","62","","","0","12","9","7","5","0.8","0.6","0.8","1"
"1792","","singlestim-multislider","66","605321","0.0-10.0-1.0","","1476650743253","1","62","38","","","0","12","9","7","5","0.6","0.6","0.8","1"
"1870","","singlestim-multislider","67","607497","0.0-10.0-36.0","","1476650743253","1","64","36","","","1","12","9","7","5","NA","NA","NA","1"
"2301","","singlestim-multislider","68","610110","0.0-10.0-9.0","","1476650743253","1","44","56","","","0","12","9","7","5","0.6","0.8","0.8","1"
"183075","","singlestim-multislider","69","793491","0.0-10.0-34.0","","1476650743253","1","46","54","","","1","12","9","7","5","NA","NA","NA","1"
"1841","","singlestim-multislider","70","795641","0.0-10.0-0.0","","1476650743253","1","37","63","","","0","12","9","7","5","0.6","0.6","0.8","1"
"1445","","singlestim-multislider","71","797395","0.0-10.0-13.0","","1476650743253","1","62","38","","","0","12","9","7","5","0.6","0.8","1","1"
"3142","","singlestim-multislider","72","800847","0.0-10.0-30.0","","1476650743253","1","37","63","","","0","12","9","7","5","0.8","0.8","1","1"
"1884","","singlestim-multislider","73","803041","0.0-10.0-16.0","","1476650743253","1","67","34","","","0","12","9","7","5","0.8","0.6","0.8","1"
"1917","","singlestim-multislider","74","805263","0.0-10.0-12.0","","1476650743253","1","65","35","","","0","12","9","7","5","0.6","0.8","1","1"
"6273","","singlestim-multislider","75","811841","0.0-10.0-8.0","","1476650743253","1","33","67","","","0","12","9","7","5","0.6","0.8","0.8","1"
"2250","","singlestim-multislider","76","814401","0.0-10.0-7.0","","1476650743253","1","37","63","","","0","12","9","7","5","0.6","0.6","1","1"
"3088","","singlestim-multislider","77","817799","0.0-10.0-31.0","","1476650743253","1","68","32","","","0","12","9","7","5","0.8","0.8","1","1"
"1247","","singlestim-multislider","78","819351","0.0-10.0-11.0","","1476650743253","1","57","43","","","0","12","9","7","5","0.6","0.8","0.8","1"
"2192","","singlestim-multislider","79","821853","0.0-10.0-14.0","","1476650743253","1","41","59","","","0","12","9","7","5","0.6","0.8","1","1"
"2368","","singlestim-multislider","80","824531","0.0-10.0-37.0","","1476650743253","1","40","60","","","1","12","9","7","5","NA","NA","NA","1"
"1896","","singlestim-multislider","81","826737","0.0-10.0-40.0","","1476650743253","1","69","31","","","1","12","9","7","5","NA","NA","NA","1"
"2377","","singlestim-multislider","82","829421","0.0-10.0-38.0","","1476650743253","1","39","61","","","1","12","9","7","5","NA","NA","NA","1"
"13069","","singlestim-multislider","83","842799","0.0-10.0-15.0","","1476650743253","1","68","32","","","0","12","9","7","5","0.6","0.8","1","1"
"2154","","singlestim-multislider","84","845263","0.0-10.0-21.0","","1476650743253","1","41","59","","","0","12","9","7","5","0.8","0.6","1","1"
"1750","","singlestim-multislider","85","847323","0.0-10.0-26.0","","1476650743253","1","42","58","","","0","12","9","7","5","0.8","0.8","0.8","1"
"1724","","singlestim-multislider","86","849357","0.0-10.0-23.0","","1476650743253","1","66","34","","","0","12","9","7","5","0.8","0.6","1","1"
"1716","","singlestim-multislider","87","851383","0.0-10.0-20.0","","1476650743253","1","36","65","","","0","12","9","7","5","0.8","0.6","1","1"
"1730","","singlestim-multislider","88","853423","0.0-10.0-39.0","","1476650743253","1","62","38","","","1","12","9","7","5","NA","NA","NA","1"
"1860","","singlestim-multislider","89","855593","0.0-10.0-4.0","","1476650743253","1","40","60","","","0","12","9","7","5","0.6","0.6","1","1"
"3147","","singlestim-multislider","90","859049","0.0-10.0-24.0","","1476650743253","1","61","39","","","0","12","9","7","5","0.8","0.8","0.8","1"
"2591","","singlestim-multislider","91","861947","0.0-10.0-19.0","","1476650743253","1","36","64","","","0","12","9","7","5","0.8","0.6","0.8","1"
"1911","","singlestim-multislider","92","864163","0.0-10.0-41.0","","1476650743253","1","31","69","","","1","12","9","7","5","NA","NA","NA","1"
"10982","32","text","93","875448","0.0-11.0","","1476650743253","","","","","","","","","","","","","",""
